Product Id,Product Name (Relevant company name),Categories,Subcategories,Tags,Keywords,Price in rupees,Ratings,Eco Friendly
1048,laptop stand phone holder moko bamboo,laptop accessories,laptop stands,multifunctional adjustable portable bamboo,laptop stand multifunctional laptop stand adjustable laptop stand portable laptop stand bamboo laptop stand,2999.0,4.7,0
1049,roost laptop stand bamboo,laptop accessories,laptop stands,sustainable adjustable portable bamboo,laptop stand sustainable laptop stand adjustable laptop stand portable laptop stand bamboo laptop stand,6999.0,4.9,2
1050,nexstand laptop stand bamboo,laptop accessories,laptop stands,foldable portable lightweight bamboo,laptop stand foldable laptop stand portable laptop stand lightweight laptop stand plastic,2499.0,4.6,1
1051,grovemade wooden laptop stand,laptop accessories,laptop stands,ergonomic sustainable minimalist,laptop stand ergonomic laptop stand sustainable laptop stand minimalist laptop stand,7999.0,4.8,1
1052,south curve laptop stand walnut,laptop accessories,laptop stands,ergonomic portable adjustable walnut,laptop stand ergonomic laptop stand portable laptop stand adjustable laptop stand,7999.0,4.9,1
1053,rain design mstand laptop stand walnut,laptop accessories,laptop stands,ergonomic sleek durable walnut,laptop stand ergonomic laptop stand sleek laptop stand durable laptop stand walnut laptop stand,7999.0,4.8,1
1054,satechi aluminum laptop stand wooden,laptop accessories,laptop stands,ergonomic minimalist stable,laptop stand ergonomic laptop stand minimalist laptop stand stable laptop stand wooden laptop stand,4999.0,4.7,1
1055,boyata wooden laptop stand desk,laptop accessories,laptop stands,adjustable foldable portable,laptop stand adjustable laptop stand foldable laptop stand portable laptop stand wooden laptop stand,3999.0,4.6,1
1056,amazon basics wooden laptop stand,laptop accessories,laptop stands,ergonomic adjustable affordable,laptop stand ergonomic laptop stand adjustable laptop stand affordable laptop stand wooden laptop stand,3499.0,4.5,1
1057,ergonomic laptop stand humanscale wood,laptop accessories,laptop stands,ergonomic adjustable height adjustable,laptop stand ergonomic laptop stand adjustable laptop stand height adjustable laptop stand wooden laptop stand,9999.0,4.9,1
1058,laptop stand cooling fan havit wood,laptop accessories,laptop stands,cooling adjustable ergonomic,laptop stand cooling laptop stand adjustable laptop stand ergonomic laptop stand wooden laptop stand,4999.0,4.8,2
1059,laptop stand phone holder moko wood,laptop accessories,laptop stands,multifunctional adjustable portable,laptop stand multifunctional laptop stand adjustable laptop stand portable laptop stand wooden laptop stand,4499.0,4.7,2
1060,roost laptop stand wood,laptop accessories,laptop stands,sustainable adjustable portable,laptop stand sustainable laptop stand adjustable laptop stand portable laptop stand wooden laptop stand,9999.0,4.9,2
1061,cotton towel white towel company,bathroom,towels,cotton towel bath towel hand towel face towel,cotton towel bath hand face,100.0,4.5,1
1062,bamboo towel cariloha,bathroom,towels,bamboo towel bath towel hand towel face towel,bamboo towel bath hand face,120.0,4.7,2
1063,microfiber towel amazon basics,bathroom,towels,microfiber towel bath towel hand towel face towel,microfiber towel bath hand face,150.0,4.8,2
1064,linen towel parachute home,bathroom,towels,linen towel bath towel hand towel face towel,linen towel bath hand face,200.0,4.9,2
1065,turkish towel peshtemal,bathroom,towels,turkish towel peshtemal bath towel hand towel face towel,turkish cotton towel bath hand face,250.0,4.9,2
1066,recycled cotton towel retowels,bathroom,towels,recycled cotton towel bath towel hand towel face towel,recycled cotton towel bath hand face,300.0,4.9,2
1067,organic cotton towel coyuchi,bathroom,towels,organic cotton towel bath towel hand towel face towel,organic cotton towel bath hand face,350.0,4.9,2
1068,hemp towel tencel,bathroom,towels,hemp towel bath towel hand towel face towel,hemp towel bath hand face,400.0,4.9,2
1069,bamboo hooded towel keababies,bathroom,towels,bamboo hooded towel bath towel baby towel,bamboo towel bath baby hooded,450.0,4.9,2
1070,microfiber hair towel aquis,bathroom,towels,microfiber hair towel hair towel turban,microfiber towel hair turban,500.0,4.9,2
1071,linen table runner parachute home,kitchen,towels,linen table runner,linen table runner,550.0,4.9,2
1072,cotton dish towel white towel company,kitchen,towels,cotton dish towel dish towel kitchen towel,cotton towel dish kitchen,600.0,4.5,1
1073,bamboo dish towel cariloha,kitchen,towels,bamboo dish towel dish towel kitchen towel,bamboo towel dish kitchen,650.0,4.7,2
1074,microfiber dish towel amazon basics,kitchen,towels,microfiber dish towel dish towel kitchen towel,microfiber towel dish kitchen,700.0,4.8,2
1075,linen kitchen towel parachute home,kitchen,towels,linen kitchen towel kitchen towel,linen towel kitchen,750.0,4.9,2
1076,recycled cotton dish towel retowels,kitchen,towels,recycled cotton dish towel dish towel kitchen towel,recycled cotton towel dish kitchen,800.0,4.9,2
1077,organic cotton dish towel coyuchi,kitchen,towels,organic cotton dish towel dish towel kitchen towel,organic cotton towel dish kitchen,850.0,4.9,2
1078,hemp kitchen towel tencel,kitchen,towels,hemp kitchen towel kitchen towel,hemp towel kitchen,900.0,4.9,2
1079,bamboo bar towel cariloha,kitchen,towels,bamboo bar towel bar towel cocktail towel,bamboo towel bar cocktail,950.0,4.9,2
1080,microfiber cleaning cloth amazon basics,household,cleaning cloths,microfiber cleaning cloth cleaning cloth purpose cloth,microfiber cloth cleaning purpose,1000.0,4.8,2
1081,dining chair ikea,furniture,chairs,dining chair kitchen chair modern chair,chair dining kitchen modern ikea,500.0,4.5,1
1082,office chair herman miller,furniture,chairs,office chair ergonomic chair task chair,chair office ergonomic task herman miller,1000.0,4.7,1
1083,gaming chair secretlab,furniture,chairs,gaming chair racing chair computer chair,chair gaming racing computer secretlab,1500.0,4.8,1
1084,rocking chair glider,furniture,chairs,rocking chair glider nursery chair,chair rocking glider nursery,2000.0,4.9,1
1085,bean bag chair lovesac,furniture,chairs,bean bag chair sac chair floor chair,chair bean bag sac floor lovesac,2500.0,4.9,1
1086,hammock chair eno,furniture,chairs,hammock chair hanging chair swing chair,chair hammock hanging swing eno,3000.0,4.9,1
1087,floor pillow urban outfitters,furniture,chairs,floor pillow floor cushion meditation pillow,pillow floor cushion meditation urban outfitters,3500.0,4.9,1
1088,adirondack chair home depot,furniture,chairs,adirondack chair outdoor chair lawn chair,chair adirondack outdoor lawn home depot,4000.0,4.9,1
1089,folding chair walmart,furniture,chairs,folding chair portable chair camp chair,chair folding portable camp walmart,4500.0,4.9,1
1090,chaise lounge target,furniture,chairs,chaise lounge lounge chair outdoor chair,chair chaise lounge lounge outdoor target,5000.0,4.9,1
1091,bench ikea,furniture,chairs,bench outdoor bench indoor bench,chair bench outdoor indoor ikea,5500.0,4.9,1
1092,stool west elm,furniture,chairs,stool counter stool bar stool,chair stool counter bar west elm,6000.0,4.9,1
1093,ottoman anthropologie,furniture,chairs,ottoman footstool pouf,chair ottoman footstool pouf anthropologie,6500.0,4.9,1
1094,adirondack chair recycled plastic polywood,furniture,chairs,adirondack chair outdoor chair lawn chair recycled plastic chair,chair adirondack outdoor lawn recycled plastic polywood,7000.0,4.9,2
1095,folding chair bamboo serenelife,furniture,chairs,folding chair portable chair camp chair bamboo chair,chair folding portable camp bamboo serenelife,7500.0,4.9,2
1096,chaise lounge sustainable wood teak,furniture,chairs,chaise lounge lounge chair outdoor chair sustainable wood chair,chair chaise lounge lounge outdoor sustainable wood teak,8000.0,4.9,2
1097,bench recycled materials renew,furniture,chairs,bench outdoor bench indoor bench recycled materials chair,chair bench outdoor indoor recycled materials renew,8500.0,4.9,2
1098,stool sustainable bamboo bambu,furniture,chairs,stool counter stool bar stool bamboo chair,chair stool counter bar bamboo bambu,9000.0,4.9,2
1099,ottoman organic cotton coyuchi,furniture,chairs,ottoman footstool pouf organic cotton chair,chair ottoman footstool pouf organic cotton coyuchi,9500.0,4.9,2
1100,rocking chair reclaimed wood rustic,furniture,chairs,rocking chair glider nursery chair reclaimed wood chair,chair rocking glider nursery reclaimed wood rustic,10000.0,4.9,2
1101,casper original mattress,mattresses,memory foam,soft medium firm,casper memory foam mattress original mattress,1099.0,4.7,1
1102,purple mattress,mattresses,memory foam,medium firm,purple memory foam mattress,1299.0,4.8,1
1103,nectar mattress,mattresses,memory foam,medium firm,nectar memory foam mattress,999.0,4.6,1
1104,saatva mattress,mattresses,hybrid,medium firm,saatva hybrid mattress,1399.0,4.9,1
1105,tuft needle mattress,mattresses,memory foam,medium,tuft needle memory foam mattress,799.0,4.5,1
1106,avocado green mattress,mattresses,natural latex,medium firm,avocado natural latex mattress green mattress,1599.0,4.9,2
1107,birch mattress,mattresses,natural latex,medium firm,birch natural latex mattress,1399.0,4.8,2
1108,winkbed mattress,mattresses,hybrid,medium firm,winkbed hybrid mattress,1799.0,4.9,1
1109,helix mattress,mattresses,hybrid,medium firm,helix hybrid mattress,1199.0,4.7,1
1110,layla mattress,mattresses,memory foam,medium firm,layla memory foam mattress,1499.0,4.8,1
1111,naturepedic organic mattress,mattresses,natural latex,medium firm,naturepedic organic mattress natural latex mattress,1699.0,4.9,2
1112,futon shop natural cotton futon,mattresses,organic cotton,medium firm,futon shop natural cotton futon organic cotton mattress,699.0,4.7,2
1113,green mattress,mattresses,natural latex,medium firm,green mattress natural latex mattress,1499.0,4.8,2
1114,essentia mattress,mattresses,natural talalay latex,medium firm,essentia natural talalay latex mattress,2099.0,4.9,2
1115,eco terra mattress,mattresses,natural latex,medium firm,eco terra natural latex mattress,1399.0,4.8,2
1116,plumen mattress,mattresses,natural latex,medium firm,plumen natural latex mattress,1199.0,4.7,2
1117,birch natural mattress,mattresses,natural talalay latex,medium firm,birch natural talalay latex mattress,1499.0,4.9,2
1118,zenhaven mattress,mattresses,natural latex,medium firm,zenhaven natural latex mattress,2299.0,4.9,2
1119,saatva loom leaf mattress,mattresses,hybrid,medium firm,saatva loom leaf mattress hybrid mattress,2199.0,4.9,1
1120,winkbed ecocloud mattress,mattresses,hybrid,medium firm,winkbed ecocloud mattress hybrid mattress,2099.0,4.9,1
1121,dining table ikea,furniture,tables,dining table kitchen table,table dining kitchen ikea,500.0,4.5,1
1122,coffee table west elm,furniture,tables,coffee table living room table,table coffee living room west elm,1000.0,4.7,1
1123,end table target,furniture,tables,end table nightstand,table end nightstand target,1500.0,4.8,1
1124,desk ikea,furniture,tables,desk office desk computer desk,table desk office computer ikea,2000.0,4.9,1
1125,folding table walmart,furniture,tables,folding table portable table camp table,table folding portable camp walmart,2500.0,4.9,1
1126,picnic table home depot,furniture,tables,picnic table outdoor table,table picnic outdoor home depot,3000.0,4.9,1
1127,console table anthropologie,furniture,tables,console table entryway table,table console entryway anthropologie,3500.0,4.9,1
1128,coffee table recycled wood polywood,furniture,tables,coffee table living room table recycled wood table,table coffee living room recycled wood polywood,4000.0,4.9,2
1129,end table bamboo serenelife,furniture,tables,end table nightstand bamboo table,table end nightstand bamboo serenelife,4500.0,4.9,2
1130,desk sustainable wood teak,furniture,tables,desk office desk computer desk sustainable wood table,table desk office computer sustainable wood teak,5000.0,4.9,2
1131,folding table recycled materials renew,furniture,tables,folding table portable table camp table recycled materials table,table folding portable camp recycled materials renew,5500.0,4.9,2
1132,picnic table sustainable bamboo bambu,furniture,tables,picnic table outdoor table sustainable bamboo table,table picnic outdoor sustainable bamboo bambu,6000.0,4.9,2
1133,console table reclaimed wood rustic,furniture,tables,console table entryway table reclaimed wood table,table console entryway reclaimed wood rustic,6500.0,4.9,2
1134,adjustable height table ikea,furniture,tables,adjustable height table standing desk,table adjustable height standing desk ikea,7000.0,4.9,1
1135,nest tables west elm,furniture,tables,nest tables coffee table end table,table nest tables coffee table end table west elm,7500.0,4.9,1
1136,writing desk recycled materials renew,furniture,tables,writing desk study table recycled materials table,table writing study recycled materials renew,8000.0,4.9,2
1137,laptop table bamboo serenelife,furniture,tables,laptop table bed tray bamboo table,table laptop bed tray bamboo serenelife,8500.0,4.9,2
1138,tv stand sustainable wood teak,furniture,tables,tv stand entertainment center sustainable wood table,table tv stand entertainment center sustainable wood teak,9000.0,4.9,2
1139,nightstand reclaimed wood rustic,furniture,tables,nightstand end table reclaimed wood table,table nightstand end table reclaimed wood rustic,9500.0,4.9,2
1140,coffee table storage recycled materials renew,furniture,tables,coffee table storage storage table recycled materials table,table coffee table storage table recycled materials renew,10000.0,4.9,2
1141,handmade moroccan wool rug rug company,rugs,area rugs,moroccan wool handmade,rug area rug moroccan rug wool rug handmade rug,29999.0,4.5,2
1142,modern shag rug ikea,rugs,area rugs,shag modern,rug area rug shag rug modern rug,19999.0,4.7,1
1143,outdoor rug wayfair,rugs,outdoor rugs,outdoor plastic,rug outdoor rug plastic rug,9999.0,4.3,1
1144,vintage persian rug 1stdibs,rugs,area rugs,persian vintage,rug area rug persian rug vintage rug,49999.0,4.9,1
1145,braided jute rug pottery barn,rugs,area rugs,natural fiber braided,rug area rug natural fiber rug braided rug,14999.0,4.4,2
1146,moroccan trellis rug west elm,rugs,area rugs,moroccan trellis,rug area rug moroccan rug trellis rug,34999.0,4.6,1
1147,contemporary abstract rug cb2,rugs,area rugs,contemporary abstract,rug area rug contemporary rug abstract rug,24999.0,4.8,0
1148,geometric rug rugs usa,rugs,area rugs,geometric,rug area rug geometric rug,39999.0,4.5,1
1149,traditional floral rug overstock,rugs,area rugs,traditional floral,rug area rug traditional rug floral rug,49999.0,4.9,0
1150,kids rug ruggable,rugs,kids rugs,playroom bedroom,rug kids rug playroom rug bedroom rug,19999.0,4.7,2
1151,kilim rug pottery barn,rugs,area rugs,kilim wool,rug area rug kilim rug wool rug,39999.0,4.5,2
1152,dhurrie rug west elm,rugs,area rugs,dhurrie cotton,rug area rug dhurrie rug cotton rug,19999.0,4.7,0
1153,jute rug cb2,rugs,area rugs,natural fiber jute,rug area rug natural fiber rug jute rug,24999.0,4.8,2
1154,moroccan pom pom rug rugs usa,rugs,area rugs,moroccan pom pom,rug area rug moroccan rug pom pom rug,14999.0,4.4,1
1155,overstock traditional persian rug,rugs,area rugs,traditional persian,rug area rug traditional rug persian rug,49999.0,4.9,0
1156,ruggable kids playroom rug,rugs,kids rugs,playroom colorful,rug kids rug playroom rug colorful rug,19999.0,4.7,2
1157,wool rug ikea,rugs,area rugs,wool,rug area rug wool rug,39999.0,4.5,1
1158,cotton rug wayfair,rugs,area rugs,cotton,rug area rug cotton rug,19999.0,4.7,0
1159,synthetic rug overstock,rugs,area rugs,synthetic,rug area rug synthetic rug,24999.0,4.8,1
1160,outdoor rug ruggable,rugs,outdoor rugs,outdoor durable,rug outdoor rug durable rug,14999.0,4.4,1
1161,iphone se 2023 apple,mobile,smartphone,iphone se 2023 apple smartphone budget smartphone,smartphone iphone apple budget,40000.0,4.7,0
1162,pixel 6a google,mobile,smartphone,pixel 6a google smartphone budget smartphone,smartphone pixel google budget,40000.0,4.3,0
1163,nord ce 3 oneplus,mobile,smartphone,nord ce 3 oneplus smartphone budget smartphone,smartphone nord oneplus budget,40000.0,4.6,0
1164,galaxy a23 5g samsung,mobile,smartphone,galaxy a23 5g samsung smartphone budget smartphone,smartphone galaxy samsung budget,40000.0,4.5,0
1165,redmi 11 prime 5g xiaomi,mobile,smartphone,redmi 11 prime 5g xiaomi smartphone budget smartphone,smartphone redmi xiaomi budget,30000.0,4.2,1
1166,realme 9i 5g realme,mobile,smartphone,realme 9i 5g realme smartphone budget smartphone,smartphone realme budget,30000.0,4.2,1
1167,poco m4 pro xiaomi,mobile,smartphone,poco m4 pro xiaomi smartphone budget smartphone,smartphone poco xiaomi budget,30000.0,4.3,1
1168,moto g71 5g motorola,mobile,smartphone,moto g71 5g motorola smartphone budget smartphone,smartphone moto motorola budget,30000.0,4.4,1
1169,nokia g60 5g nokia,mobile,smartphone,nokia g60 5g nokia smartphone budget smartphone,smartphone nokia budget,30000.0,4.4,1
1170,redmi 11 note 5g xiaomi,mobile,smartphone,redmi 11 note 5g xiaomi smartphone mid range smartphone,smartphone redmi xiaomi mid range,40000.0,4.1,1
1171,realme 9 pro 5g realme,mobile,smartphone,realme 9 pro 5g realme smartphone mid range smartphone,smartphone realme mid range,40000.0,4.1,1
1172,poco f4 gt xiaomi,mobile,smartphone,poco f4 gt xiaomi smartphone mid range smartphone,smartphone poco xiaomi mid range,40000.0,4.2,1
1173,moto g82 5g motorola,mobile,smartphone,moto g82 5g motorola smartphone mid range smartphone,smartphone moto motorola mid range,40000.0,4.3,1
1174,redmi note 11 pro 5g xiaomi,mobile,smartphone,redmi note 11 pro 5g xiaomi smartphone mid range smartphone,smartphone redmi xiaomi mid range,40000.0,4.4,1
1175,realme gt neo 3t realme,mobile,smartphone,realme gt neo 3t realme smartphone mid range smartphone,smartphone realme gt neo 3t mid range,40000.0,4.5,1
1176,poco x4 gt xiaomi,mobile,smartphone,poco x4 gt xiaomi smartphone mid range smartphone,smartphone poco xiaomi mid range,40000.0,4.5,1
1177,moto edge 30 pro motorola,mobile,smartphone,moto edge 30 pro motorola smartphone mid range smartphone,smartphone moto edge 30 pro mid range,40000.0,4.3,1
1178,nokia xr20 nokia,mobile,smartphone,nokia xr20 nokia smartphone rugged smartphone,smartphone nokia xr20 rugged,40000.0,4.2,1
1179,iphone 14 apple,mobile,smartphone,iphone 14 apple smartphone flagship smartphone,smartphone iphone apple flagship,100000.0,4.8,0
1180,oneplus 11 pro oneplus,mobile,smartphone,oneplus 11 pro oneplus smartphone flagship smartphone,smartphone oneplus 11 pro flagship,80000.0,4.7,0
1181,rocketbook recycled paper spiral notebook,notebooks,recycled notebooks,spiral bound college ruled 100 pages,notebook recycled notebook spiral notebook college ruled notebook 100 pages,199.0,4.5,2
1182,moleskine digital notebook,notebooks,digital notebooks,blank 200 pages,notebook digital notebook blank notebook 200 pages,399.0,4.7,0
1183,moleskine smart notebook,notebooks,smart notebooks,blank 200 pages,notebook smart notebook blank notebook 200 pages,399.0,4.7,0
1184,mead recycled paper composition notebook,notebooks,recycled notebooks,composition bound wide ruled 200 pages,notebook recycled notebook composition notebook wide ruled notebook 200 pages,149.0,4.7,2
1185,day digital journal,notebooks,digital journals,blank 200 pages,notebook digital journal blank journal 200 pages,299.0,4.8,0
1186,evernote smart journal,notebooks,smart journals,blank 200 pages,notebook smart journal blank journal 200 pages,299.0,4.8,0
1187,strathmore recycled paper sketchbook,notebooks,recycled notebooks,sketchbook blank 100 pages,notebook recycled notebook sketchbook blank sketchbook 100 pages,249.0,4.5,2
1188,procreate digital sketchbook,notebooks,digital sketchbooks,blank 100 pages,notebook digital sketchbook blank sketchbook 100 pages,199.0,4.7,0
1189,leuchtturm1917 hardcover notebook,notebooks,hardcover notebooks,dot grid 251 pages,notebook hardcover notebook dot grid notebook 251 pages,499.0,4.7,1
1190,field notes travel notebook,notebooks,travel notebooks,lined 48 pages,notebook travel notebook lined notebook 48 pages,199.0,4.8,2
1191,rocketbook recycled paper spiral notebook executive ruled,notebooks,recycled notebooks,spiral bound executive ruled 80 pages,notebook recycled notebook spiral notebook executive ruled notebook 80 pages,199.0,4.5,2
1192,moleskine digital notebook evernote,notebooks,digital notebooks,blank 200 pages,notebook digital notebook evernote blank notebook 200 pages,399.0,4.7,0
1193,sony digital paper dpt rp1,notebooks,digital notebooks,blank 13 3 inches,notebook digital notebook sony digital paper dpt rp1 blank notebook 13 3 inches,39999.0,4.9,0
1194,remarkable paper tablet,notebooks,digital notebooks,blank 10 3 inches,notebook digital notebook remarkable paper tablet blank notebook 10 3 inches,29999.0,4.8,0
1195,likebook mars smart notebook,notebooks,smart notebooks,blank 10 3 inches,notebook smart notebook likebook mars smart notebook blank notebook 10 3 inches,19999.0,4.7,0
1196,rocketbook flip reusable notebook,notebooks,reusable notebooks,spiral bound college ruled 80 pages,notebook reusable notebook spiral notebook college ruled notebook 80 pages,299.0,4.8,2
1197,moleskine cahier journal,notebooks,classic notebooks,plain 80 pages,notebook classic notebook cahier journal plain notebook 80 pages,499.0,4.9,1
1198,leuchtturm1917 master dot grid notebook,notebooks,dot grid notebooks,dot grid 251 pages,notebook dot grid notebook master dot grid notebook 251 pages,599.0,4.9,1
1199,field notes expedition notebook,notebooks,field notebooks,lined 48 pages,notebook field notebook expedition notebook lined notebook 48 pages,199.0,4.8,2
1200,midori traveler s notebook passport size,notebooks,traveler s notebooks,plain 64 pages,notebook traveler s notebook passport size plain notebook 64 pages,1999.0,4.9,1
1201,glass bottle brand,beverage,bottle,glass bottle reusable bottle,bottle glass reusable,100.0,4.9,2
1202,ceramic bottle brand,beverage,bottle,ceramic bottle reusable bottle,bottle ceramic reusable,120.0,4.9,2
1203,stainless steel bottle brand,beverage,bottle,stainless steel bottle reusable bottle,bottle stainless steel reusable,150.0,4.9,2
1204,plant based plastic bottle brand,beverage,bottle,plant based plastic bottle reusable bottle,bottle plant based plastic reusable,180.0,4.9,2
1205,boxed water bottle brand,beverage,bottle,boxed water bottle paper bottle,bottle boxed water paper,200.0,4.9,1
1206,brita filter bottle,beverage,bottle,filter bottle water filter bottle,bottle filter water filter,250.0,4.9,2
1207,s bottle,beverage,bottle,insulated bottle stainless steel bottle,bottle insulated stainless steel,300.0,4.9,2
1208,hydro flask bottle,beverage,bottle,insulated bottle stainless steel bottle,bottle insulated stainless steel,350.0,4.9,2
1209,klean kanteen bottle,beverage,bottle,stainless steel bottle reusable bottle,bottle stainless steel reusable,400.0,4.9,2
1210,lifestraw water bottle filter,beverage,bottle,filter bottle water filter bottle,bottle filter water filter,450.0,4.9,1
1211,binchotan activated charcoal water bottle,beverage,bottle,water bottle filter activated charcoal water bottle,bottle filter activated charcoal,500.0,4.9,2
